Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default
45,93307,236721,585,89,4,19.73,60,0.32,0
60,113568,83366,620,25,2,2.48,48,0.77,0
30,32841,28807,849,74,3,2.2,36,0.8,0
54,45256,123520,448,27,4,2.44,12,0.13,0
58,79661,104552,322,28,4,8.01,48,0.13,0
30,76011,245004,712,41,3,19.81,60,0.42,0
47,63939,105077,599,89,2,20.43,60,0.69,0
19,116777,69619,848,14,1,16.07,12,0.82,0
61,99427,121475,741,98,2,18.32,60,0.87,0
38,77512,210746,389,107,2,16.55,48,0.22,0
44,46451,249297,630,19,2,21.59,12,0.46,0
46,124260,160764,715,57,3,18.59,48,0.54,0
45,88364,214001,814,22,4,11.11,60,0.28,0
59,32651,45334,320,111,1,6.68,60,0.68,0
34,145204,238423,832,94,3,10.21,36,0.45,0
32,17884,243532,567,33,3,22.19,12,0.77,0
24,111952,150093,590,52,4,24.6,12,0.67,0
26,65311,47365,513,30,4,14.82,24,0.65,0
66,113397,80234,391,95,1,7.27,12,0.9,0
20,20483,122213,425,28,3,16.55,24,0.87,1
49,36113,62667,568,15,2,3.9,12,0.25,0
23,48966,245844,657,78,4,6.76,36,0.48,0
29,111794,120699,780,17,3,23.38,48,0.85,1
62,34045,117384,355,105,1,18.89,36,0.77,0
24,18736,82148,690,50,1,23.65,36,0.89,0
31,71764,47556,515,107,2,2.93,36,0.12,0
56,39835,229237,415,27,1,16.64,36,0.54,0
20,107945,37533,804,31,4,24.92,48,0.31,1
61,96396,169996,371,0,2,5.78,48,0.71,0
47,56452,10054,793,85,4,14.92,24,0.83,0
62,87346,37409,356,73,3,11.93,24,0.8,0
66,29425,88290,847,3,4,2.73,60,0.47,0
22,74170,180133,443,107,2,14.75,48,0.62,1
43,67238,10570,745,96,4,22.79,36,0.87,0
33,99194,229062,698,14,4,8.3,48,0.32,0
30,129260,169935,773,66,4,19.78,48,0.64,0
25,80683,245289,384,53,3,24.7,48,0.45,1
62,103583,199484,454,119,3,3.37,48,0.34,0
34,31135,5977,813,4,4,24.03,60,0.31,0
68,26481,154068,611,96,3,7.3,12,0.76,0
61,55832,81884,722,91,1,24.01,48,0.58,0
43,148599,46787,756,46,2,18.85,48,0.65,0
60,136058,236435,468,63,3,5.27,24,0.53,0
68,17703,150151,476,30,1,21.62,60,0.67,1
65,88641,35248,659,97,3,11.65,24,0.15,0
66,118664,69812,586,73,1,13.71,24,0.13,0
69,56600,191302,611,70,1,19.19,60,0.16,0
61,25049,210105,300,86,1,4.69,60,0.13,0
47,23783,139180,624,43,1,22.54,36,0.63,0
34,86604,88383,574,92,2,19.36,48,0.72,0
68,24995,124712,612,117,1,24.46,24,0.23,0
21,65401,213516,456,49,4,9.59,24,0.73,0
27,129652,99248,339,86,1,6.43,12,0.45,0
68,89761,81003,719,50,3,20.41,36,0.31,0
18,57991,224015,309,116,3,18.64,24,0.56,0
41,31061,166028,600,54,2,12.39,24,0.53,1
32,28558,232636,556,49,2,22.9,36,0.78,1
30,69123,193910,318,5,3,8.72,36,0.66,0
41,44612,60343,663,58,3,3.34,36,0.14,0
50,20093,207244,846,101,4,9.38,12,0.68,0
61,137962,69558,819,63,1,6.14,12,0.59,0
44,133438,93047,683,67,2,11.79,60,0.56,0
64,143674,245284,323,109,2,23.16,36,0.2,0
35,112435,129515,340,21,4,17.32,48,0.84,1
55,120437,102156,332,69,4,17.24,24,0.16,0
18,74687,62740,650,77,1,13.77,36,0.11,0
28,76524,18303,465,21,3,23.56,48,0.21,0
45,70931,243929,747,49,2,19.53,60,0.87,0
60,99374,190282,747,48,3,21.98,60,0.11,0
69,110347,212572,565,26,1,4.54,48,0.64,0
21,124662,233509,606,0,4,18.74,24,0.34,0
37,30697,158701,424,88,1,18.22,36,0.15,0
45,94442,66044,774,26,4,11.3,36,0.56,0
25,83986,235277,701,79,1,15.07,12,0.18,0
39,54424,220215,728,72,4,13.43,60,0.76,0
35,74960,197858,331,91,1,19.67,12,0.11,0
48,87466,149733,825,105,3,13.23,48,0.82,1
34,99949,63933,683,25,3,9.63,36,0.67,0
65,37764,204388,416,41,2,8.2,12,0.51,0
43,129946,241232,786,116,2,14.08,12,0.86,0
63,67399,113469,789,92,2,13.22,24,0.22,0
43,28356,34379,561,117,2,20.18,36,0.4,0
30,77337,39601,733,3,4,20.54,60,0.57,1
60,74927,109354,380,38,3,16.37,24,0.8,0
29,26938,237665,752,2,4,15.63,12,0.69,0
20,130666,202762,658,59,2,13.47,12,0.76,0
30,18224,185198,713,34,3,10.24,60,0.89,0
45,56829,164667,561,37,2,15.84,60,0.59,0
29,105714,43626,612,100,1,2.33,48,0.52,0
43,48267,132169,315,92,1,19.78,12,0.23,0
69,51337,216292,707,100,4,17.89,24,0.25,0
51,78539,12677,711,76,2,23.85,12,0.4,0
63,35458,174882,721,54,3,19.81,48,0.67,0
22,99819,103789,446,31,3,24.4,48,0.39,0
33,105632,69342,688,95,4,10.51,60,0.3,0
30,71508,230192,751,35,2,22.31,48,0.81,0
19,130162,226600,816,108,2,2.62,48,0.52,0
45,95581,235276,485,16,1,13.84,12,0.36,0
62,119419,240127,827,0,3,5.18,60,0.49,0
48,136301,39934,827,12,1,2.23,24,0.17,0
26,133323,79025,465,43,3,16.25,60,0.73,0
67,121422,176187,519,92,4,22.48,36,0.21,0
46,38452,158640,786,94,4,7.17,24,0.52,1
59,119722,90654,714,6,1,18.59,24,0.52,0
69,55899,171487,508,64,1,13.34,24,0.72,0
19,145391,137177,676,47,2,2.12,24,0.29,0
41,68283,73038,382,97,2,20.72,12,0.56,0
67,25735,195280,696,111,2,10.14,24,0.25,0
19,83239,78652,552,105,1,21.4,60,0.76,0
55,136709,139456,430,29,3,12.44,24,0.74,0
67,123794,176946,777,114,2,16.89,12,0.58,0
56,143459,56240,603,19,2,13.24,24,0.82,0
19,114135,43903,534,2,2,21.14,24,0.86,0
34,118316,22619,623,74,4,8.25,60,0.17,0
49,102505,50374,564,113,1,16.55,24,0.29,0
42,31651,18861,478,27,4,22.71,24,0.4,0
21,143428,33916,613,32,2,8.99,48,0.62,0
47,61890,226619,451,102,4,9.18,12,0.67,0
58,39486,160880,393,35,2,7.7,60,0.86,0
38,113865,139817,718,92,2,20.88,48,0.21,0
25,35736,113779,683,27,1,19.45,12,0.71,0
51,121429,184160,567,109,2,6.01,24,0.86,0
19,15468,9441,494,57,4,6.33,12,0.28,0
39,133342,114999,754,98,1,18.44,24,0.65,0
35,72130,141610,783,78,3,8.47,36,0.3,0
41,62487,32705,779,89,2,11.1,48,0.31,0
67,120773,202512,450,73,2,17.38,12,0.51,0
41,35005,148766,677,39,4,24.84,60,0.23,0
62,139536,181948,750,48,4,4.91,48,0.64,0
56,34547,54157,664,56,2,21.7,60,0.78,0
22,88059,83050,502,116,1,7.02,36,0.77,1
58,62828,58331,736,104,1,20.52,60,0.41,0
47,39647,71093,389,87,1,14.35,48,0.28,0
62,33754,151526,797,54,3,23.79,12,0.45,1
29,62239,74285,660,8,3,2.48,24,0.58,1
38,136473,79902,815,9,3,21.58,12,0.73,0
39,30204,216540,604,55,4,23.37,12,0.7,0
45,142807,92424,565,60,3,15.99,36,0.11,0
63,131632,37295,618,95,4,10.15,48,0.38,0
47,26709,106943,844,49,1,16.17,48,0.29,0
22,68823,241724,646,79,1,6.38,36,0.24,0
59,127081,102233,840,48,3,21.87,12,0.59,0
44,76092,34471,493,19,1,24.78,12,0.78,0
22,43000,208859,362,1,1,17.84,24,0.26,0
38,93297,10904,771,74,2,14.12,48,0.16,0
48,89937,93668,350,74,2,13.7,48,0.11,0
28,113822,89517,732,20,3,24.14,60,0.3,0
67,113151,89595,787,26,4,16.6,48,0.79,0
38,134481,110424,418,84,4,21.25,36,0.19,0
28,51298,108772,830,57,3,7.7,60,0.78,0
41,83163,156363,320,51,1,10.87,24,0.8,0
20,38253,224746,738,30,2,13.98,60,0.24,1
68,40986,182962,733,89,4,13.73,12,0.11,0
63,81524,52350,527,29,1,16.49,36,0.53,0
31,64571,214768,327,11,3,4.13,12,0.34,1
68,136382,107235,731,20,4,12.71,36,0.56,0
63,125011,206866,752,23,2,19.05,48,0.7,0
39,94420,37341,422,7,3,9.16,24,0.11,0
19,100616,24783,844,77,4,18.22,60,0.81,0
37,118218,225162,619,75,2,5.43,24,0.52,0
24,81958,176683,683,55,2,14.27,48,0.89,0
69,117394,146146,506,64,2,9.39,12,0.83,0
68,39172,32314,587,29,1,13.16,24,0.3,0
55,17558,142228,335,74,4,5.13,12,0.85,0
36,90271,96117,680,78,4,2.74,60,0.65,0
65,18536,207849,701,118,4,16.62,12,0.81,0
51,53618,93939,314,26,1,15.53,60,0.76,0
19,31800,24719,843,9,3,24.4,36,0.55,0
66,84925,48283,327,94,1,12.81,36,0.16,0
47,141248,153993,491,119,2,16.24,12,0.77,0
51,133697,196285,532,102,2,21.86,36,0.27,0
22,68705,214210,641,99,1,19.35,24,0.9,0
25,21842,109022,430,4,4,11.11,24,0.87,1
19,117222,109888,406,41,1,7.0,60,0.61,0
26,88481,112468,335,45,3,18.84,60,0.46,1
32,65389,65472,542,22,2,11.12,36,0.5,0
33,102620,198665,719,49,2,21.53,48,0.19,0
63,146622,81108,800,108,4,13.05,12,0.43,0
48,64555,221644,744,93,4,14.24,36,0.53,0
60,52471,14277,418,105,4,15.21,24,0.56,0
44,149610,118722,472,51,2,9.99,12,0.89,0
52,89160,54194,403,11,2,21.79,60,0.2,0
65,81111,77520,775,94,2,6.24,60,0.29,0
53,61943,237325,734,89,3,8.26,36,0.61,0
60,42831,102221,377,64,4,5.59,36,0.18,0
63,78809,196666,562,26,3,17.65,36,0.54,0
18,110061,122859,461,29,1,15.36,60,0.86,0
45,103946,89637,499,32,4,5.26,12,0.25,0
58,148900,5775,815,7,4,16.56,24,0.76,0
47,64294,69767,366,16,4,21.33,12,0.45,0
45,80971,219154,744,68,2,13.73,12,0.74,0
20,44498,193723,387,5,2,24.73,12,0.87,1
68,34111,244812,432,87,3,14.35,48,0.46,0
65,118949,190084,665,28,1,2.69,60,0.72,0
52,48343,109108,318,89,4,14.99,60,0.65,0
56,76754,25853,698,110,1,2.74,60,0.55,0
57,28846,45071,542,68,4,17.46,24,0.13,0
42,116512,193908,600,83,4,12.96,24,0.47,0
22,119363,19547,447,13,1,23.63,36,0.11,1
64,143432,89886,574,101,4,18.04,12,0.29,0
66,103155,164810,504,118,1,17.29,48,0.51,0
54,112519,179719,823,72,2,3.54,48,0.43,0
26,67969,244959,507,4,2,4.45,36,0.26,0
46,87356,160488,539,20,1,2.45,36,0.34,0
52,60597,134707,722,77,1,19.09,36,0.71,0
60,54998,30381,747,112,3,2.84,24,0.17,0
59,111739,150995,326,74,3,14.49,24,0.39,0
62,76900,83398,718,30,1,3.45,36,0.76,0
48,107689,107087,440,6,2,15.63,48,0.12,0
32,105161,169727,424,6,2,22.38,60,0.53,0
48,114361,170007,572,112,3,18.46,24,0.73,0
22,117139,31195,832,66,1,18.44,12,0.19,0
27,111410,131929,393,81,1,23.63,24,0.9,0
68,144725,8590,693,54,2,22.83,60,0.88,1
64,41957,42708,469,70,2,6.53,36,0.5,0
42,59405,165403,469,105,2,7.11,60,0.22,0
47,84031,235610,829,113,4,22.53,60,0.88,0
39,62069,172658,768,50,3,5.24,36,0.67,0
30,62284,163196,760,93,1,6.2,36,0.46,0
65,134903,21798,806,97,2,15.27,24,0.26,0
62,29839,126215,402,87,4,22.59,12,0.68,0
51,30060,78396,380,38,3,3.24,60,0.22,0
60,108674,191462,361,102,3,23.56,12,0.17,0
55,27586,109704,367,82,3,12.74,60,0.35,0
43,147616,67291,777,64,1,19.83,12,0.39,0
37,75078,191987,649,33,2,18.42,48,0.27,1
58,107776,232990,493,97,1,21.31,36,0.89,0
32,99194,90253,384,32,2,24.55,60,0.41,0
41,100739,121348,356,101,3,11.37,24,0.88,0
58,25296,237019,460,111,3,21.91,48,0.18,0
64,43616,81333,431,0,2,14.06,12,0.53,0
45,48683,201627,655,67,3,7.3,60,0.19,1
33,87245,145585,547,56,4,16.76,24,0.37,0
35,48304,150070,703,68,4,10.98,12,0.9,0
27,136411,113236,719,65,3,20.44,12,0.7,0
41,110528,212814,427,91,3,4.59,48,0.74,0
53,36384,159129,338,17,1,3.34,48,0.89,0
39,141973,240148,583,35,2,24.84,48,0.12,1
48,50493,149909,571,5,2,23.83,12,0.51,0
49,105199,169523,494,32,2,3.68,12,0.15,0
32,144822,197574,623,30,3,9.83,60,0.36,0
23,103125,71474,787,20,4,6.06,60,0.31,0
29,125545,44706,492,41,2,24.86,24,0.15,1
64,124996,178256,344,20,3,4.77,12,0.21,0
45,92677,191199,480,4,2,12.3,48,0.61,0
32,80201,48190,331,14,4,24.02,36,0.56,0
35,129585,143897,759,90,1,19.12,12,0.35,0
69,64181,165385,827,37,1,24.44,60,0.63,0
68,68230,211668,772,113,1,3.03,24,0.5,0
69,140990,220388,719,35,2,16.61,60,0.26,0
55,22807,247759,544,69,4,3.98,24,0.8,0
35,97396,184440,455,58,3,16.49,24,0.53,0
52,123111,119393,674,38,2,7.76,36,0.69,0
34,24684,165451,421,37,2,18.64,48,0.77,0
29,85554,91138,713,8,2,6.46,12,0.22,0
66,139350,18962,338,29,4,19.01,48,0.14,0
68,80947,229782,552,111,4,17.31,60,0.62,0
28,35665,52246,510,68,3,8.08,36,0.33,0
38,143958,91052,380,48,4,7.31,12,0.87,0
33,33522,90094,449,85,4,5.57,60,0.39,0
41,133556,178370,709,65,1,7.15,60,0.55,0
25,65909,200501,602,105,4,6.46,12,0.45,0
62,16022,212777,373,13,4,16.62,12,0.35,1
63,147617,29520,466,66,4,6.13,24,0.11,0
23,147925,44664,708,30,2,11.73,24,0.18,0
65,20195,100862,320,30,2,3.91,12,0.15,1
28,87187,225923,725,10,2,23.75,60,0.15,1
25,87966,61490,823,86,2,3.61,24,0.57,0
27,104387,186392,654,104,1,21.17,12,0.32,1
42,108300,208329,389,102,2,22.05,48,0.17,0
44,95956,203828,519,111,3,6.83,24,0.77,0
49,33551,99784,572,103,4,9.61,60,0.52,0
18,78202,143895,726,80,1,12.21,48,0.57,0
65,49925,249550,779,78,3,22.39,48,0.15,0
21,138694,33062,638,11,1,10.62,12,0.24,0
65,95442,138353,583,22,1,10.89,24,0.81,0
40,147933,88112,594,76,4,4.92,60,0.22,0
59,43958,172654,369,17,3,15.65,48,0.18,1
36,42315,30229,755,88,3,5.8,36,0.17,0
31,70265,221913,344,31,4,5.08,48,0.69,0
36,145098,211642,757,56,1,20.17,48,0.78,0
37,72898,224448,678,52,2,21.92,36,0.29,0
53,76802,116877,822,77,3,4.47,24,0.86,0
67,81570,22740,641,74,2,16.5,24,0.15,0
44,128741,96862,665,1,1,11.13,24,0.14,0
38,137644,114448,434,60,4,9.22,12,0.56,0
31,148284,49296,779,1,3,10.32,48,0.82,0
44,112164,233499,463,94,3,19.96,36,0.34,0
53,114018,38212,401,0,4,21.95,36,0.38,0
18,77615,229407,521,26,2,19.61,36,0.54,0
60,56782,101409,490,60,4,7.95,48,0.39,0
49,66393,201430,753,84,2,7.27,60,0.65,0
28,131747,101451,657,118,4,3.55,12,0.7,0
21,58094,200527,478,118,3,10.62,36,0.31,0
33,141766,110366,350,46,1,24.74,60,0.61,0
67,78180,202215,504,68,4,12.82,12,0.25,0
23,145175,17123,469,76,1,13.09,36,0.49,0
21,43186,84048,342,8,4,20.64,36,0.71,0
50,78755,106444,453,50,3,7.43,48,0.83,0
40,84126,213143,781,104,2,21.69,12,0.62,0
47,85425,216963,526,85,4,7.01,60,0.45,0
50,87574,175921,375,1,4,20.64,60,0.86,1
63,115970,62123,698,65,4,19.48,24,0.56,0
37,71171,33626,418,54,2,11.39,12,0.53,0
23,44968,114447,849,65,1,19.54,36,0.33,0
31,113243,212850,778,7,3,13.42,36,0.16,0
47,45687,74072,412,70,3,18.08,60,0.7,1
37,88095,165501,316,8,2,21.86,36,0.56,0
41,115680,199143,502,45,1,17.08,60,0.85,0
27,55672,62286,810,113,3,17.05,12,0.25,0
64,61896,198294,624,70,4,23.13,24,0.4,0
51,95338,202324,322,18,3,2.33,12,0.55,0
40,122740,118395,323,56,1,5.31,12,0.5,0
24,96328,195893,507,99,3,21.65,36,0.51,0
22,126953,115152,838,55,2,23.65,12,0.19,1
19,130628,91758,487,78,4,14.21,36,0.88,0
61,147157,77281,370,77,1,8.46,48,0.11,0
64,26328,239618,350,50,1,6.92,48,0.2,0
19,126647,183387,631,9,2,4.07,60,0.59,0
24,59757,161487,331,11,1,23.94,36,0.84,0
26,28180,71768,668,89,1,12.92,36,0.83,0
25,104759,103289,441,1,1,22.35,60,0.33,0
65,29522,71814,322,64,1,13.17,12,0.41,0
67,52185,55895,527,28,4,22.55,36,0.14,0
61,41479,179467,417,40,4,2.19,24,0.11,0
68,36317,28144,410,32,4,21.2,36,0.76,0
43,15824,229171,462,90,2,8.23,24,0.6,0
41,58698,155862,331,57,1,10.84,12,0.88,0
51,114203,166319,532,83,1,12.72,60,0.26,0
60,121172,187554,633,112,3,4.21,12,0.63,0
61,80798,90466,772,59,1,2.63,36,0.45,0
33,49066,42526,721,106,2,18.52,60,0.18,1
54,86157,210043,759,92,4,17.5,48,0.13,0
67,34860,13327,717,86,1,4.76,60,0.19,0
38,101764,243715,498,99,2,7.07,48,0.21,0
55,67691,34849,433,42,1,2.11,48,0.85,0
63,131389,168120,527,27,4,20.08,24,0.82,1
51,120183,210164,476,94,4,13.85,24,0.77,0
54,33227,28654,744,95,1,17.08,12,0.45,0
54,127650,91662,589,33,4,3.74,48,0.19,0
62,109403,23166,568,119,1,5.26,24,0.81,0
51,100391,9703,819,107,2,9.47,24,0.74,0
54,107664,182659,572,58,4,6.35,12,0.62,0
56,126359,26891,807,118,2,23.46,12,0.36,0
30,74526,57993,756,80,1,22.98,60,0.83,0
51,75798,199261,601,50,1,7.99,48,0.79,0
41,59434,126254,343,93,3,8.21,48,0.73,0
29,90239,231907,590,91,1,19.52,24,0.59,1
57,87306,194701,830,11,2,8.99,12,0.79,0
67,148064,11314,394,13,4,5.61,12,0.11,0
32,15760,115673,668,42,1,10.44,12,0.74,1
56,23935,98322,575,46,4,19.78,24,0.76,0
31,67046,244706,491,71,1,11.14,48,0.37,0
48,38948,161499,373,57,1,14.88,36,0.26,0
33,145537,12146,665,96,4,2.28,24,0.45,0
19,43098,95941,732,83,1,13.51,60,0.17,0
50,119591,46873,686,74,1,8.1,24,0.42,0
39,93351,180868,495,104,2,20.72,60,0.17,0
38,31189,102741,611,72,1,4.31,36,0.16,0
36,25677,85772,456,93,4,6.32,12,0.38,0
53,145386,91592,714,39,3,8.02,12,0.18,0
54,99254,79919,341,34,2,2.7,24,0.48,0
62,61555,97350,428,32,2,15.17,60,0.36,0
24,111929,247079,490,57,3,24.81,36,0.61,0
64,42208,114036,368,97,3,15.12,24,0.18,0
18,48816,42450,713,88,1,23.35,36,0.14,0
30,64275,198083,388,107,3,23.74,24,0.52,0
57,39937,166093,421,49,4,17.42,48,0.75,0
52,63617,89916,545,36,1,20.11,48,0.86,1
63,32631,7705,395,40,2,3.26,48,0.31,0
27,77851,142825,361,30,2,19.64,48,0.28,1
54,97388,243723,769,89,1,17.06,24,0.43,0
42,29373,77648,776,113,4,22.86,60,0.53,0
38,125837,140598,463,96,3,23.84,36,0.44,0
51,146983,217614,308,115,3,19.8,12,0.39,0
23,38305,27372,568,95,3,11.99,36,0.39,0
22,105644,198391,421,60,1,11.11,48,0.21,0
64,124620,169946,559,13,3,18.1,36,0.64,0
55,105244,27534,769,73,4,22.0,12,0.85,0
42,63323,62206,517,18,3,15.56,24,0.43,0
25,105251,5224,541,65,1,2.82,48,0.29,0
67,88266,85664,643,31,3,6.15,48,0.22,0
53,70225,133547,643,90,4,19.4,60,0.8,0
37,76589,35057,524,74,4,9.75,60,0.26,0
49,33987,228298,355,112,3,12.92,24,0.15,0
28,79491,65004,358,25,4,14.12,36,0.78,0
48,49873,57070,305,34,3,9.2,12,0.64,0
52,71020,29593,820,7,1,19.59,60,0.8,0
33,118725,113295,746,38,2,11.17,48,0.24,0
39,87832,233313,544,13,4,15.15,24,0.69,1
39,94246,219330,747,69,1,3.97,48,0.39,0
27,29851,36596,565,73,2,14.29,12,0.25,0
44,76333,181547,678,4,1,21.64,12,0.6,0
44,94702,22502,436,73,3,24.31,24,0.57,0
53,25647,201791,743,2,3,22.53,24,0.53,0
23,127569,101312,655,103,1,24.94,60,0.13,0
45,56879,102870,335,104,1,6.71,36,0.12,0
19,71162,83113,804,28,2,12.69,60,0.76,0
45,44769,67344,541,119,2,9.32,36,0.28,0
55,111828,120068,726,54,4,13.63,24,0.45,0
37,68331,239987,732,117,4,6.85,36,0.77,0
28,84522,24923,312,33,1,17.5,36,0.7,0
56,95006,68465,844,115,1,8.91,36,0.44,0
37,62441,148705,570,81,3,14.43,48,0.74,0
33,128345,214504,763,3,2,2.59,12,0.33,0
65,147939,135755,345,60,3,15.53,60,0.13,0
45,109717,84602,495,62,1,13.07,48,0.32,0
67,76830,163080,318,71,4,6.13,24,0.9,0
31,99986,21667,556,59,3,18.57,12,0.54,0
33,144871,249522,814,73,4,6.26,48,0.47,0
49,147151,115062,546,23,3,12.68,24,0.52,0
69,58886,14825,377,36,3,6.64,12,0.23,0
64,143076,120316,599,104,3,21.65,24,0.63,0
65,25560,165799,411,98,4,23.1,12,0.53,0
51,75390,104885,796,90,4,12.02,36,0.85,0
51,36088,51397,567,0,1,21.54,36,0.86,0
46,136616,46427,336,20,3,23.48,48,0.17,0
47,123031,15736,674,19,4,12.74,48,0.57,0
56,30878,237795,473,31,3,20.03,36,0.47,0
34,89980,212342,335,20,1,23.06,36,0.88,1
65,71955,50313,443,15,4,3.94,60,0.78,0
34,109030,137551,783,91,1,9.62,36,0.52,1
32,85734,96793,502,99,2,7.52,12,0.3,0
29,23746,24895,810,6,3,12.51,12,0.44,0
57,79690,34445,560,60,2,16.22,12,0.11,0
44,113460,228683,579,79,2,12.68,12,0.77,0
61,113840,91417,333,94,3,7.88,60,0.54,0
38,67583,71994,301,20,2,14.78,24,0.15,0
20,54758,151283,346,48,3,22.31,36,0.51,0
37,75637,89956,617,86,1,13.66,48,0.27,0
27,32051,57392,782,52,4,12.02,36,0.7,0
26,110056,123992,505,50,1,12.52,24,0.82,0
41,147787,129632,534,68,4,2.75,60,0.41,0
56,145505,35082,453,96,2,5.91,12,0.56,0
47,60207,22420,604,33,3,23.14,24,0.87,0
40,119367,207106,493,66,2,24.28,36,0.57,1
26,21382,118315,758,59,2,11.57,48,0.15,0
33,59951,186058,827,115,1,12.77,12,0.23,0
51,49470,106236,784,114,2,10.05,36,0.41,0
21,81806,116007,767,119,3,11.58,12,0.16,0
29,116845,238851,473,72,4,23.09,48,0.77,0
38,87171,94194,480,111,3,2.26,24,0.5,0
62,69821,216530,734,104,3,9.99,48,0.86,0
58,61827,16906,763,88,1,17.54,36,0.42,0
22,90096,134487,306,58,2,12.85,48,0.85,0
33,125274,11230,375,114,3,13.91,48,0.44,0
59,149094,50306,473,24,3,24.13,12,0.37,0
62,75673,101426,748,80,3,24.43,24,0.25,0
63,146951,208506,649,109,1,17.17,36,0.45,0
69,41772,86882,336,32,4,24.15,36,0.84,0
22,138057,157542,548,60,1,5.04,12,0.59,0
55,110532,132920,834,44,4,5.52,12,0.25,0
56,131046,143476,479,83,2,13.91,60,0.58,0
57,110264,104623,750,59,4,6.73,60,0.19,0
55,45878,192635,696,45,3,5.92,12,0.21,0
55,48562,153189,605,103,4,2.87,60,0.17,0
25,97167,144279,468,66,4,6.34,36,0.73,0
31,85252,9669,404,115,3,3.82,48,0.59,0
55,64257,6798,609,6,4,14.03,12,0.19,0
63,131321,234248,788,38,2,6.62,60,0.46,0
23,44320,195291,511,56,4,22.83,24,0.32,1
49,85967,54130,570,98,2,24.95,24,0.28,0
21,35959,200465,310,1,3,23.76,48,0.47,1
32,57400,68970,574,39,2,16.47,60,0.87,0
38,47736,200653,705,54,2,12.44,48,0.47,1
18,93942,202636,820,107,4,13.04,48,0.66,0
67,29180,218027,703,109,1,4.26,60,0.75,0
54,26019,221429,691,2,2,9.66,60,0.85,0
31,102409,180839,499,79,4,7.96,48,0.6,0
65,139917,134156,465,118,2,11.11,60,0.89,0
43,49973,127752,643,84,1,4.24,36,0.76,0
42,75874,39810,341,32,2,10.94,48,0.89,0
42,111356,110745,621,67,2,20.28,12,0.13,0
27,41790,86747,523,2,4,16.85,60,0.61,1
43,39132,169783,758,9,1,20.22,36,0.77,0
65,64983,47444,565,58,2,18.39,24,0.79,0
40,114036,64547,545,75,3,24.93,12,0.29,0
29,112843,249092,680,63,4,3.16,36,0.18,0
49,27791,219366,817,41,1,8.13,48,0.77,0
31,85587,47214,343,43,4,11.29,48,0.36,0
25,23935,44522,565,77,1,20.87,36,0.18,1
66,47670,105645,378,101,3,15.06,12,0.81,0
69,94893,24589,321,8,4,24.41,12,0.32,0
52,23345,120141,602,76,1,18.19,24,0.67,0
49,145712,68127,586,78,4,10.03,36,0.39,0
64,129557,169352,733,9,4,10.5,36,0.54,0
24,34051,20785,330,39,2,16.17,12,0.84,0
57,34888,34668,759,41,4,4.68,36,0.44,0
68,138577,45706,403,46,2,24.92,24,0.81,0
69,75429,185454,658,5,1,2.35,12,0.85,0
35,94205,209756,740,115,1,6.25,24,0.79,1
56,107754,155805,567,94,4,3.17,12,0.12,0
63,108308,243339,309,61,2,12.08,48,0.56,0
23,107728,191427,729,48,1,10.39,36,0.24,0
35,28382,44226,649,11,3,18.33,48,0.13,0
43,77913,213999,614,27,4,17.95,24,0.55,0
55,91124,239171,763,92,1,17.83,24,0.85,0
63,148227,246566,560,7,3,17.35,12,0.46,0
37,56492,197188,515,23,1,4.69,24,0.36,0
27,141261,10473,625,73,1,12.36,36,0.55,0
34,24339,169690,737,93,3,22.82,36,0.73,1
23,115613,21433,376,87,3,3.19,48,0.89,0
31,67013,11226,792,56,3,13.38,48,0.48,0
48,50624,167247,699,97,4,6.04,60,0.8,0
42,112241,244774,533,56,3,23.01,12,0.44,0
24,22621,159600,304,38,2,11.72,24,0.72,0
37,67358,174717,317,35,1,4.43,24,0.51,0
29,141265,200372,334,7,1,15.07,48,0.48,0
19,74421,239650,462,36,2,10.38,24,0.39,0
57,20727,30903,810,50,3,5.17,12,0.18,0
57,131054,165669,617,82,3,20.66,24,0.56,0
23,44914,40971,532,73,4,11.01,24,0.52,0
57,138686,24538,602,29,3,22.86,60,0.36,0
38,85460,140172,451,55,3,24.48,36,0.61,0
66,91059,99594,594,77,1,7.3,36,0.37,0
42,93949,96305,461,72,4,16.84,48,0.21,0
68,54763,18614,501,50,2,2.5,36,0.63,0
29,120427,226872,617,22,3,5.42,12,0.13,0
31,114363,130927,812,69,3,4.61,60,0.61,0
22,108157,195647,565,46,4,19.56,12,0.37,0
60,117147,142621,685,69,4,4.41,60,0.39,0
40,148231,14213,750,110,2,9.98,12,0.66,0
37,80721,53281,332,89,3,21.52,60,0.7,0
37,94639,77130,819,106,1,22.94,36,0.56,0
27,116243,22251,406,98,1,8.18,60,0.17,0
62,126796,180627,387,110,2,15.96,48,0.77,0
53,52550,163436,316,44,3,10.06,24,0.42,0
25,49444,55891,726,45,3,12.23,36,0.5,1
57,29979,116222,527,45,1,22.97,60,0.11,0
19,95665,12537,768,10,4,7.98,48,0.8,0
59,91664,99595,826,12,3,6.98,12,0.12,0
53,119219,142812,517,67,4,24.91,12,0.8,0
33,57737,6007,512,42,2,17.47,12,0.59,0
54,22137,205969,674,11,3,14.43,24,0.21,1
43,98656,50418,522,91,2,2.2,12,0.77,0
26,122116,156473,585,56,2,7.7,24,0.34,0
